Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade
2894,357,10,30,0,780,2701,22,1,194.0
2978,347,38,218,105,277,2003,30,1,141.33333333333334
2990,344,23,488,169,509,1356,30,1,177.66666666666666
2829,28,15,95,4,1396,983,23,3,182.33333333333334
2894,29,2,60,3,1758,1523,32,3,201.0
2879,144,13,319,104,1905,1279,13,3,200.33333333333334
2801,125,20,108,35,2047,1104,13,3,187.0
2281,83,8,0,0,228,421,11,4,195.33333333333334
2290,8,19,127,39,484,553,10,4,177.0
2225,59,19,30,8,785,390,10,4,173.0
2213,337,13,0,0,819,335,14,4,193.66666666666666
2221,318,21,30,12,834,309,14,4,190.33333333333334
2274,259,29,67,41,1290,485,2,4,204.66666666666666
2203,155,4,0,0,1296,680,17,4,204.66666666666666
2204,216,11,0,0,1299,703,17,4,211.66666666666666
2210,245,23,30,6,1302,726,17,4,211.0
2195,346,19,30,2,1376,979,17,4,183.33333333333334
2290,359,39,182,108,1358,1142,10,4,131.0
2324,2,30,242,180,1101,1398,10,4,155.0
2311,30,32,283,167,1019,1449,10,4,140.0
2142,32,6,0,0,797,1577,1,4,196.33333333333334
2377,55,13,424,180,890,1492,6,4,184.0
2368,73,15,404,174,907,1466,6,4,182.0
2359,82,14,382,165,924,1441,6,4,185.33333333333334
2336,121,22,319,143,979,1365,6,4,182.66666666666666
2293,111,28,255,106,1032,1290,3,4,167.0
2278,108,28,234,94,1050,1266,3,4,166.66666666666666
2262,110,28,212,78,1068,1242,3,4,167.66666666666666
2248,138,20,192,67,1087,1218,3,4,191.66666666666666
2256,191,25,150,76,1126,1172,3,4,206.0
2243,141,30,108,62,1167,1126,3,4,179.33333333333334
2232,141,32,85,51,1188,1104,3,4,175.33333333333334
2211,146,32,42,28,1230,1061,3,4,178.66666666666666
2200,143,32,30,12,1252,1040,3,4,176.66666666666666
2165,66,5,30,-17,1318,979,4,4,198.66666666666666
2170,328,16,30,2,1341,960,4,4,193.0
2345,30,25,247,101,1396,598,10,4,159.0
2358,343,9,162,49,1332,350,6,4,197.33333333333334
2327,317,8,0,0,1290,182,6,4,201.66666666666666
2357,354,15,170,45,1302,350,10,4,187.0
2360,357,12,201,55,1312,384,6,4,190.33333333333334
2358,12,10,216,56,1318,361,6,4,191.66666666666666
2104,98,15,0,0,1008,674,3,4,187.0
2097,47,10,0,0,983,702,3,4,190.66666666666666
2102,330,18,30,13,932,759,14,4,189.66666666666666
2089,8,19,0,0,511,782,10,4,177.0
2154,323,36,162,99,532,789,10,4,161.66666666666666
2096,134,23,42,15,242,836,1,4,187.33333333333334
3032,99,7,42,3,2512,3952,23,1,197.66666666666666
2833,2,18,85,7,1449,1048,31,3,181.33333333333334
2830,13,9,30,2,1492,1136,23,3,192.66666666666666
2841,321,13,67,3,1556,1253,23,3,197.66666666666666
2869,299,9,90,-11,1670,1460,23,3,204.66666666666666
2895,121,3,182,4,1839,1440,32,3,203.0
2877,135,12,324,102,1914,1321,32,3,198.66666666666666
2220,18,12,0,0,828,351,14,4,188.66666666666666
2354,310,25,342,164,1357,466,10,4,187.33333333333334
2219,280,8,0,0,1323,488,17,4,207.33333333333334
2216,57,23,0,0,1395,967,17,4,163.33333333333334
2149,347,11,0,0,780,1616,16,4,194.0
2386,49,13,426,189,849,1519,6,4,184.33333333333334
2370,92,17,382,173,882,1482,6,4,182.33333333333334
2362,100,17,361,168,900,1456,6,4,184.66666666666666
2353,106,21,339,159,918,1431,6,4,179.66666666666666
2338,114,23,319,144,937,1406,3,4,177.33333333333334
2315,123,27,277,122,973,1357,3,4,175.66666666666666
2302,116,26,255,109,990,1332,3,4,173.0
2288,108,25,234,101,1008,1308,3,4,172.33333333333334
2275,99,25,212,88,1026,1284,3,4,168.33333333333334
2243,111,23,170,59,1064,1237,3,4,177.0
2236,168,19,150,55,1084,1214,3,4,203.33333333333334
2241,162,28,108,61,1124,1168,3,4,193.33333333333334
2218,138,32,67,37,1167,1124,3,4,174.66666666666666
2183,145,28,0,0,1231,1062,3,4,184.0
2168,110,5,30,-19,1276,1022,4,4,200.66666666666666
2171,324,13,42,-2,1298,1003,4,4,197.33333333333334
2208,336,28,134,55,1383,872,10,4,170.0
2247,11,28,67,11,1423,816,10,4,156.0
2353,341,13,216,44,1376,417,10,4,192.66666666666666
2327,49,5,0,0,1321,212,6,4,197.0
2327,326,9,0,0,1320,210,6,4,200.33333333333334
2109,117,20,0,0,1050,636,3,4,183.33333333333334
2202,39,35,180,107,591,854,10,4,130.66666666666666
2118,51,32,30,23,547,819,10,4,140.33333333333334
2105,40,26,0,0,543,815,10,4,155.0
2130,323,35,95,57,543,811,10,4,162.33333333333334
2143,324,36,124,76,547,812,10,4,159.33333333333334
2170,323,36,175,104,560,819,10,4,161.66666666666666
2182,330,34,201,127,569,824,10,4,162.0
2081,69,11,0,0,218,819,1,4,188.66666666666666
2973,150,17,134,41,1339,3271,22,1,199.33333333333334
2866,317,11,153,-14,1668,1406,23,3,200.0
2888,328,12,30,8,1749,1489,23,3,197.33333333333334
2892,324,10,30,9,1761,1495,23,3,199.33333333333334
2895,317,9,42,8,1773,1500,23,3,201.33333333333334
2901,332,4,67,15,1798,1513,32,3,202.66666666666666
2866,130,17,283,91,1956,1318,13,3,193.0
2808,121,22,134,42,2058,1189,13,3,183.66666666666666
2873,1,11,90,46,1950,1189,23,3,191.66666666666666
2270,1,24,60,27,700,547,10,4,168.66666666666666
2229,344,14,0,0,849,342,14,4,190.66666666666666
2297,358,25,300,92,1146,175,10,4,168.33333333333334
2263,250,32,60,30,1350,541,2,4,203.33333333333334
2286,352,5,134,69,1350,592,2,4,200.0
2276,52,22,108,63,1350,624,2,4,166.33333333333334
2343,332,30,300,199,1082,1320,10,4,168.33333333333334
2396,41,9,433,199,808,1544,6,4,191.33333333333334
2390,86,16,408,193,824,1549,6,4,183.33333333333334
2379,98,19,384,182,841,1523,6,4,179.33333333333334
2356,117,21,339,159,876,1473,6,4,182.33333333333334
2346,118,24,319,152,895,1448,3,4,178.66666666666666
2333,115,26,297,139,914,1423,3,4,172.66666666666666
2319,119,26,277,125,932,1398,3,4,174.66666666666666
2285,114,22,212,92,984,1326,3,4,179.66666666666666
2274,106,23,192,87,1003,1302,3,4,175.33333333333334
2261,98,28,170,74,1022,1279,3,4,162.33333333333334
2224,170,22,108,43,1082,1211,3,4,202.0
2224,162,28,85,43,1103,1189,3,4,192.0
2215,148,32,67,35,1124,1167,3,4,179.66666666666666
2205,141,31,42,25,1146,1146,3,4,177.0
2192,138,28,30,11,1167,1124,3,4,180.0
2181,135,22,0,0,1189,1104,3,4,188.66666666666666
2169,53,2,30,-13,1233,1064,4,4,201.66666666666666
2331,117,3,0,0,1353,247,6,4,202.33333333333334
2365,337,22,108,40,1350,283,10,4,181.66666666666666
2167,102,15,190,33,1356,324,3,4,187.66666666666666
2104,116,13,0,0,1065,626,3,4,193.33333333333334
2108,312,14,67,4,990,713,10,4,199.33333333333334
2156,298,25,134,68,872,859,10,4,193.33333333333334
2183,305,28,170,95,828,918,10,4,185.66666666666666
2219,43,35,180,124,618,882,10,4,131.66666666666666
2118,36,28,0,0,573,845,10,4,149.66666666666666
2208,343,31,242,153,607,859,10,4,160.0
2200,11,28,234,9,547,892,10,4,155.33333333333334
2105,50,24,30,10,285,886,1,4,160.33333333333334
2095,41,21,0,0,256,859,1,4,167.33333333333334
3075,91,20,0,0,2758,3918,22,1,176.33333333333334
3045,340,17,631,231,633,1240,30,1,188.66666666666666
2851,326,15,30,13,1590,1237,23,3,194.0
2857,340,11,90,19,1622,1295,32,3,195.66666666666666
2862,323,12,150,24,1657,1354,32,3,198.33333333333334
2874,332,9,134,-6,1710,1441,32,3,198.66666666666666
2888,327,13,60,9,1756,1451,32,3,196.33333333333334
2898,324,7,67,15,1800,1471,32,3,201.66666666666666
2898,27,6,150,7,1865,1509,32,3,196.0
2897,15,7,175,6,1878,1500,32,3,195.66666666666666
2893,65,9,228,2,1906,1452,32,3,192.33333333333334
2861,112,17,268,83,1981,1338,13,3,187.66666666666666
2813,118,22,150,44,2065,1231,13,3,182.0
2771,315,18,108,10,2293,1020,31,3,194.33333333333334
2862,43,12,420,20,2640,908,31,3,186.33333333333334
2290,193,10,30,1,162,426,11,4,210.33333333333334
2297,179,13,30,9,212,474,11,4,208.0
2295,148,12,30,5,234,499,11,4,202.0
2290,127,7,0,0,255,510,11,4,201.33333333333334
2325,1,11,175,50,446,564,10,4,191.66666666666666
2231,114,11,0,0,828,395,14,4,195.66666666666666
2314,305,28,212,103,1008,108,10,4,187.0
2401,352,13,485,159,1552,663,6,4,191.33333333333334
2401,41,10,402,159,1571,752,6,4,190.66666666666666
2276,244,11,120,43,1380,591,2,4,211.66666666666666
2204,110,12,30,2,1385,743,17,4,193.0
2202,299,10,0,0,1388,764,17,4,204.66666666666666
2232,141,29,0,0,1434,949,17,4,181.0
2152,331,7,0,0,752,1556,16,4,200.33333333333334
2180,306,10,201,42,663,1601,10,4,203.33333333333334
2203,267,26,256,65,660,1589,10,4,204.66666666666666
2375,109,21,366,178,816,1539,6,4,180.66666666666666
2339,114,23,297,142,872,1465,3,4,177.33333333333334
2328,112,26,277,134,890,1440,3,4,172.33333333333334
2311,111,26,255,117,907,1416,3,4,171.33333333333334
2289,120,23,216,96,942,1368,3,4,180.0
2278,123,23,192,85,960,1345,3,4,181.33333333333334
2268,122,24,170,75,979,1321,3,4,179.33333333333334
2241,105,28,127,54,1019,1276,3,4,164.33333333333334
2224,110,24,108,40,1040,1253,3,4,175.33333333333334
2214,139,21,85,30,1061,1231,3,4,191.0
2208,151,26,67,27,1082,1209,3,4,190.0
2190,142,25,30,10,1124,1167,3,4,187.66666666666666
2180,133,17,0,0,1146,1146,3,4,194.33333333333334
2176,339,11,42,4,1214,1087,4,4,195.66666666666666
2380,300,24,134,42,1383,825,10,4,193.66666666666666
2368,357,15,255,23,1452,499,6,4,187.0
2337,95,13,30,8,1388,295,6,4,189.33333333333334
2329,90,6,0,0,1385,285,6,4,198.0
2383,27,19,277,74,1401,335,10,4,175.0
2104,31,6,0,0,1082,618,14,4,197.33333333333334
2151,307,27,150,62,914,824,10,4,187.33333333333334
2177,300,28,175,89,870,883,10,4,188.66666666666666
2207,307,31,212,119,828,942,10,4,181.0
2211,57,37,150,29,636,902,10,4,125.66666666666667
2131,38,27,0,0,603,875,10,4,153.33333333333334
2149,316,35,90,54,601,870,10,4,166.66666666666666
2942,131,19,42,14,1271,3195,22,1,191.66666666666666
2850,359,12,30,4,1585,1187,31,3,191.0
2888,311,14,95,9,1774,1418,32,3,199.0
2903,0,5,134,19,1865,1463,32,3,199.33333333333334
2902,7,8,170,11,1892,1480,32,3,195.66666666666666
2889,63,14,268,-1,1947,1448,32,3,184.0
2883,72,13,295,-7,1961,1425,32,3,186.0
2291,84,6,0,0,127,361,11,4,197.0
2289,41,5,0,0,150,384,11,4,198.0
2288,23,2,0,0,175,408,11,4,202.33333333333334
2288,184,4,0,0,201,433,11,4,206.33333333333334
2287,163,6,0,0,255,484,11,4,206.0
2328,333,10,153,49,417,569,10,4,198.0
2331,351,17,228,84,553,649,10,4,184.66666666666666
2238,102,21,0,0,828,421,14,4,177.33333333333334
2225,8,3,0,0,850,391,10,4,200.66666666666666
2346,12,21,319,134,1106,42,10,4,173.0
2346,326,31,360,156,1242,242,10,4,169.0
2408,10,11,446,166,1556,691,6,4,190.66666666666666
2238,139,20,30,8,1418,571,1,4,192.33333333333334
2230,120,8,0,0,1415,573,1,4,200.0
2223,158,32,0,0,1455,942,17,4,185.66666666666666
2217,156,21,0,0,1463,966,17,4,197.66666666666666
2157,76,14,0,0,741,1513,1,4,185.33333333333334
2158,311,19,0,0,726,1533,16,4,195.0
2208,335,30,85,48,674,1613,10,4,167.0
2271,273,29,379,133,631,1600,10,4,199.66666666666666
2397,196,7,457,200,726,1597,6,4,209.0
2396,149,12,430,199,741,1600,6,4,202.0
2372,116,19,350,175,792,1556,6,4,185.33333333333334
2334,104,23,277,137,849,1482,3,4,173.33333333333334
2295,107,25,212,101,900,1410,3,4,172.33333333333334
2247,127,28,127,54,977,1318,3,4,175.66666666666666
2234,121,28,108,47,997,1296,3,4,172.66666666666666
2221,117,27,85,34,1018,1273,3,4,172.66666666666666
2206,123,24,67,22,1040,1252,3,4,180.33333333333334
2195,134,21,42,11,1061,1230,3,4,189.0
2188,136,18,30,7,1082,1209,3,4,193.66666666666666
2181,130,11,0,0,1104,1189,3,4,198.66666666666666
2180,69,3,0,0,1126,1168,4,4,200.33333333333334
2180,14,7,30,0,1149,1149,4,4,195.66666666666666
2179,348,10,42,3,1172,1129,4,4,195.33333333333334
2387,291,20,124,49,1353,836,10,4,201.0
2399,59,17,301,61,1377,671,6,4,177.0
2336,65,9,0,0,1418,323,6,4,192.33333333333334
2332,15,11,0,0,1415,313,6,4,190.0
2334,343,14,30,5,1413,306,16,4,191.0
2398,337,23,192,73,1413,366,10,4,180.0
2392,34,21,297,81,1430,323,10,4,167.66666666666666
2312,67,28,297,132,1471,170,10,4,153.0
2261,52,21,228,81,1510,120,10,4,168.66666666666666
2106,0,5,0,0,1123,582,3,4,200.0
2111,333,13,30,4,1099,612,14,4,195.33333333333334
2233,307,30,255,145,830,967,10,4,181.66666666666666
2141,46,24,0,0,633,904,10,4,160.66666666666666
2194,312,32,150,105,636,902,10,4,175.0
2242,342,29,268,180,664,918,10,4,166.33333333333334
2122,49,24,0,0,309,882,1,4,160.33333333333334
2121,294,20,108,40,192,765,10,4,200.0
2995,48,6,30,0,2236,4155,23,1,196.0
2923,26,10,170,25,1385,700,31,3,190.33333333333334
2858,327,11,0,0,1626,1224,23,3,197.66666666666666
2883,329,11,150,4,1776,1383,32,3,197.66666666666666
2298,117,11,0,0,108,297,11,4,196.33333333333334
2237,81,13,0,0,849,420,10,4,186.66666666666666
2256,322,25,67,25,912,330,10,4,183.0
2238,173,17,30,4,1455,601,1,4,206.0
2234,151,12,0,0,1451,600,1,4,202.66666666666666
2298,15,9,180,65,1440,671,2,4,193.0
2232,169,34,0,0,1465,892,1,4,187.66666666666666
2212,151,24,0,0,1477,937,17,4,192.33333333333334
2208,301,10,30,-14,1452,984,10,4,204.0
2268,311,41,124,39,1360,1082,10,4,157.33333333333334
2393,349,24,323,211,1188,1159,10,4,173.0
2159,29,6,0,0,716,1490,16,4,196.66666666666666
2292,282,30,418,154,603,1627,10,4,194.66666666666666
2346,293,22,532,208,626,1620,10,4,198.0
2389,146,16,418,192,716,1630,6,4,199.0
2382,134,20,390,185,732,1622,6,4,191.0
2374,131,20,362,177,750,1598,6,4,189.66666666666666
2357,120,23,309,160,787,1548,3,4,181.33333333333334
2292,109,26,192,98,876,1429,3,4,170.66666666666666
2263,111,25,150,69,914,1383,3,4,173.33333333333334
2236,118,26,108,43,955,1338,3,4,174.0
2225,122,26,85,32,976,1316,3,4,176.0
2212,119,25,67,25,997,1294,3,4,177.33333333333334
2200,113,22,42,13,1018,1273,3,4,179.33333333333334
2190,114,17,30,6,1040,1252,3,4,188.33333333333334
2184,116,9,0,0,1062,1231,3,4,197.66666666666666
2184,351,9,42,4,1129,1172,4,4,196.0
2189,330,17,85,13,1176,1134,10,4,191.33333333333334
2225,321,17,190,37,1239,1050,10,4,194.33333333333334
2399,71,13,300,61,1347,685,6,4,186.0
2381,73,8,234,35,1385,558,6,4,194.33333333333334
2342,348,6,0,0,1448,351,6,4,200.0
2411,7,23,277,100,1451,371,10,4,169.66666666666666
2318,64,27,277,138,1500,150,10,4,155.66666666666666
2237,89,14,162,86,1503,175,10,4,187.0
2116,62,7,30,4,1190,518,3,4,195.33333333333334
2116,318,15,30,10,1116,607,10,4,197.0
2256,306,30,255,8,834,994,10,4,182.33333333333334
2268,325,29,234,20,816,1024,10,4,173.66666666666666
2145,329,17,30,4,661,932,10,4,191.66666666666666
2218,303,30,180,129,671,934,10,4,185.0
2964,96,19,480,157,497,907,29,1,180.33333333333334
2907,7,4,175,27,1907,1397,32,3,200.33333333333334
2870,100,20,268,90,2043,1421,13,3,178.66666666666666
2778,100,13,42,3,2173,1260,13,3,190.66666666666666
2301,119,11,0,0,108,255,11,4,197.0
2328,335,20,108,38,382,569,10,4,184.33333333333334
2242,105,13,0,0,850,451,14,4,191.33333333333334
2296,321,23,150,69,968,242,10,4,186.66666666666666
2325,313,25,212,103,997,153,10,4,186.66666666666666
2364,3,30,404,152,1107,95,10,4,154.66666666666666
2423,39,9,459,181,1495,661,6,4,191.66666666666666
2231,243,2,30,-1,1489,633,1,4,206.0
2233,332,8,0,0,1485,631,17,4,199.66666666666666
2286,274,22,134,55,1470,674,2,4,204.66666666666666
2207,183,29,0,0,1485,870,1,4,200.33333333333334
2212,182,22,0,0,1495,912,17,4,205.66666666666666
2162,311,9,0,0,691,1468,16,4,202.33333333333334
2385,149,10,437,188,674,1657,6,4,203.66666666666666
2374,131,20,379,177,708,1639,6,4,189.0
2358,136,22,323,161,745,1590,3,4,188.0
2337,127,26,268,140,782,1542,3,4,178.33333333333334
2312,122,27,216,115,816,1495,3,4,173.33333333333334
2286,120,27,170,89,853,1448,3,4,173.66666666666666
2233,114,28,95,40,933,1358,3,4,168.0
2217,120,25,67,24,955,1337,3,4,176.33333333333334
2207,121,21,42,14,976,1315,3,4,184.33333333333334
2184,332,6,30,0,1064,1233,4,4,201.66666666666666
2187,326,7,42,6,1087,1214,4,4,201.0
2189,330,9,67,8,1110,1195,4,4,199.33333333333334
2284,7,23,0,0,1304,947,10,4,169.66666666666666
2338,133,9,30,0,1463,402,6,4,200.66666666666666
2187,120,27,85,45,1410,277,3,4,173.0
2120,104,10,30,3,1256,454,3,4,195.33333333333334
2117,3,9,0,0,1207,514,3,4,194.33333333333334
2118,3,12,0,0,1182,543,14,4,189.66666666666666
2120,314,16,42,8,1134,603,10,4,197.0
2177,333,19,228,73,976,812,10,4,186.33333333333334
2246,297,32,258,-1,876,962,10,4,184.66666666666666
2224,287,29,180,129,700,964,10,4,193.33333333333334
2256,304,26,240,177,713,972,10,4,189.0
2274,337,25,247,58,664,983,10,4,175.33333333333334
3276,52,11,150,11,3636,3529,38,1,189.0
3095,50,21,42,1,2777,4011,22,1,167.33333333333334
3087,17,32,495,216,495,1852,30,1,145.33333333333334
2911,151,2,242,24,1972,1395,32,3,204.33333333333334
2794,104,17,90,19,2163,1321,13,3,185.66666666666666
2303,124,10,0,0,108,212,11,4,198.66666666666666
2300,351,5,0,0,127,234,10,4,200.66666666666666
2332,346,30,95,44,350,503,10,4,160.66666666666666
2274,114,28,60,27,799,543,4,4,168.0
2247,106,16,0,0,849,484,10,4,186.66666666666666
2297,309,22,150,66,931,277,10,4,192.66666666666666
2197,61,6,0,0,1505,834,17,4,196.0
2195,189,3,30,-16,1515,892,17,4,206.0
2298,308,37,127,81,1345,1082,10,4,169.66666666666666
2417,0,15,402,235,1103,1113,6,4,185.33333333333334
2394,20,15,446,238,1019,1148,6,4,183.33333333333334
2385,207,5,459,188,633,1684,6,4,208.66666666666666
2357,129,23,342,160,703,1632,3,4,185.0
2339,134,25,285,142,741,1584,3,4,183.33333333333334
2316,126,27,228,119,774,1537,3,4,177.0
2303,123,28,201,106,792,1513,3,4,173.66666666666666
2290,125,29,175,93,811,1490,3,4,172.66666666666666
2277,128,29,150,80,830,1468,3,4,173.0
2251,131,29,108,57,870,1423,3,4,176.0
2239,128,30,85,45,891,1401,3,4,171.0
2223,125,31,67,29,912,1379,3,4,168.0
2200,131,19,30,7,955,1337,3,4,191.0
2186,86,7,0,0,999,1296,4,4,197.0
2186,351,6,30,0,1022,1276,4,4,199.0
2192,320,11,85,11,1092,1218,10,4,199.66666666666666
2234,326,23,212,62,1176,1116,10,4,183.33333333333334
2308,304,28,90,16,1233,1006,10,4,186.66666666666666
2341,105,11,30,4,1422,443,6,4,194.33333333333334
2337,52,3,0,0,1437,430,6,4,201.0
2338,311,9,0,0,1451,418,16,4,202.33333333333334
2366,322,21,108,30,1501,391,10,4,188.33333333333334
2127,87,10,0,0,1298,421,3,4,192.66666666666666
2123,354,15,0,0,1249,481,14,4,187.0
2127,4,15,0,0,1200,541,14,4,185.33333333333334
2137,301,27,85,25,1129,631,10,4,190.0
2258,118,28,85,36,769,1034,4,4,170.33333333333334
2182,93,23,0,0,730,1001,4,4,170.0
2172,57,22,0,0,726,997,10,4,165.33333333333334
2163,14,22,0,0,722,994,10,4,169.33333333333334
2264,302,28,240,175,731,1001,10,4,187.0
2191,64,33,0,0,433,912,1,4,138.66666666666666
2164,27,28,30,0,384,860,10,4,153.66666666666666
3283,92,8,124,18,3670,3542,38,1,196.33333333333334
2962,153,7,30,0,1622,3544,23,1,204.66666666666666
3145,324,39,330,149,514,2084,30,1,153.33333333333334
3029,113,14,655,229,664,1084,29,1,191.66666666666666
2848,92,20,95,43,120,819,29,1,176.0
2938,356,9,120,15,1397,558,31,3,195.0
2791,117,14,85,13,2188,1345,13,3,192.66666666666666
2782,84,7,30,7,2222,1308,23,3,196.33333333333334
2302,348,6,0,0,127,192,10,4,200.0
2337,350,33,120,46,297,408,10,4,152.33333333333334
2247,68,9,0,0,865,488,10,4,191.66666666666666
2401,0,30,480,195,1110,201,10,4,153.66666666666666
2432,349,21,537,242,1318,488,10,4,178.0
2241,319,23,30,10,1554,696,17,4,186.33333333333334
2262,351,17,108,31,1531,700,6,4,185.0
2290,322,18,170,55,1530,731,6,4,192.33333333333334
2294,66,20,162,80,1530,765,2,4,170.33333333333334
2408,1,21,408,220,957,1142,1,4,174.33333333333334
2187,303,27,42,19,624,1443,10,4,188.33333333333334
2253,309,24,153,95,564,1528,10,4,189.66666666666666
2373,118,19,395,176,642,1698,6,4,187.0
2362,114,22,365,165,661,1674,3,4,180.66666666666666
2338,127,24,306,141,700,1626,3,4,182.0
2308,130,27,218,111,750,1556,3,4,179.0
2295,124,28,190,98,768,1533,3,4,174.0
2280,122,30,162,83,787,1510,3,4,168.66666666666666
2265,127,31,134,68,807,1487,3,4,168.66666666666666
2251,132,31,108,54,828,1465,3,4,171.66666666666666
2239,136,31,85,42,849,1443,3,4,174.0
2227,134,32,67,33,870,1421,3,4,171.0
2193,132,13,30,0,934,1358,3,4,197.66666666666666
2189,113,5,0,0,957,1338,4,4,200.66666666666666
2188,354,5,30,-4,979,1318,4,4,200.0
2355,300,25,120,13,1239,990,10,4,192.66666666666666
2367,302,27,150,25,1236,990,10,4,188.66666666666666
2340,66,6,0,0,1396,470,6,4,197.0
2351,312,19,42,13,1441,437,10,4,195.0
2367,313,18,95,28,1473,424,10,4,195.66666666666666
2374,311,18,124,32,1489,421,10,4,196.33333333333334
2389,300,15,212,61,1530,430,10,4,201.33333333333334
2211,153,35,90,31,1597,90,3,4,178.33333333333334
2142,137,19,0,0,1390,330,3,4,193.0
2129,47,8,0,0,1340,390,14,4,193.66666666666666
2134,15,16,0,0,1218,540,14,4,182.0
2198,345,19,212,61,1040,780,10,4,182.66666666666666
2212,310,30,301,108,979,870,10,4,180.66666666666666
2266,119,25,85,35,808,1072,4,4,177.66666666666666
2203,87,23,0,0,771,1041,4,4,169.66666666666666
2186,41,20,0,0,760,1031,10,4,170.66666666666666
2188,339,27,67,36,750,1020,10,4,171.33333333333334
2251,75,27,60,35,525,981,1,4,156.33333333333334
2234,77,30,30,18,499,953,1,4,150.33333333333334
2894,329,17,247,26,1082,638,23,3,191.0
2780,135,5,30,1,2247,1332,23,3,203.33333333333334
2316,324,25,42,14,170,201,10,4,182.0
2336,325,27,85,36,212,256,10,4,177.66666666666666
2361,6,19,150,72,361,459,10,4,178.66666666666666
2352,60,13,162,64,408,518,4,4,185.66666666666666
2255,90,12,0,0,840,524,10,4,189.66666666666666
2444,354,20,564,254,1298,495,10,4,178.0
2273,327,25,60,41,1574,721,6,4,179.66666666666666
2280,355,22,67,42,1570,720,6,4,174.66666666666666
2271,1,17,134,37,1561,730,6,4,182.0
2418,12,19,488,230,997,1082,6,4,175.33333333333334
2417,36,19,371,229,914,1127,1,4,172.0
2260,24,28,297,100,488,1621,10,4,153.0
2354,253,26,516,129,524,1740,10,4,207.66666666666666
2378,159,3,450,157,582,1744,6,4,205.0
2375,118,11,421,154,600,1740,6,4,196.0
2346,99,22,331,149,658,1668,3,4,174.0
2295,127,27,212,98,726,1575,3,4,177.66666666666666
2272,122,31,153,75,765,1530,3,4,165.33333333333334
2255,123,33,124,58,785,1507,3,4,164.0
2225,133,31,67,28,828,1464,3,4,172.33333333333334
2211,134,28,42,14,849,1442,3,4,178.33333333333334
2201,131,21,30,7,870,1421,3,4,187.66666666666666
2194,124,13,0,0,892,1401,3,4,196.33333333333334
